Contracts - Companies
209596 - 125249
209597 - 112936
209609 - 113564
209612 - 106419
209613 - 112698
209614 - 117284
209618 - 113552
209619 - 112698
209623 - 78902
209625 - 113554
209626 - 95333
209629 - 91036
209630 - 117241
209635 - 106059
209636 - 75033
209637 - 88288
209638 - 125315
209641 - 125315
209645 - 102056
209647 - 101510
209649 - 63935
209650 - 103820
209652 - 106448
209657 - 106109
209662 - 106416
209663 - 104966
209667 - 107690
209679 - 62219
209684 - 106955
209689 - 96222
209690 - 108283
209694 - 59467
209695 - 106483
209696 - 106413
209700 - 108519
209702 - 110532
209704 - 110693
209705 - 80956
209707 - 108617
209710 - 113336
209714 - 59538
209718 - 107158
209724 - 103440
209725 - 125538
209727 - 62219
209730 - 97526
209731 - 103503
209732 - 102056
209734 - 80121
209735 - 116734
209737 - 100886
209740 - 76572
209747 - 108597
209751 - 106199
209754 - 107305
209761 - 109856
209763 - 106197
209765 - 78921
209766 - 106108
209767 - 63710
209770 - 96259
209771 - 117860
209785 - 107741
209786 - 125221
209787 - 110147
209790 - 106755
209792 - 63711
209793 - 85762
209794 - 67304
209795 - 63711
209796 - 85762
209797 - 74885
209798 - 100725
209799 - 106910
209801 - 112774
209803 - 111843
209805 - 113208
209809 - 113208
209811 - 113208
209812 - 100231
209824 - 109413
209828 - 107786
209833 - 103382
209841 - 117361
209842 - 116794
209849 - 109852
209852 - 106254
209854 - 99977
209855 - 112950
209856 - 109851
209858 - 99977
209861 - 110970
209863 - 99977
209867 - 109855
209872 - 95229
209873 - 106911
209874 - 114029
209875 - 60634
209878 - 112960
209883 - 109598
209884 - 117994
209886 - 109860
209887 - 106193
209889 - 133838
209890 - 76707
209891 - 76707
209893 - 106420
209899 - 62795
209900 - 114721
209901 - 118278
209904 - 69396
209911 - 96146
209914 - 132958
209918 - 76681
209919 - 114248
209923 - 117151
209924 - 114095
209925 - 109654
209926 - 109654
209927 - 109628
209928 - 109654
209929 - 109628
209930 - 109654
209933 - 109654
209934 - 109628
209935 - 109628
209938 - 108853
209939 - 77590
209940 - 100147
209941 - 131629
209943 - 106414
209944 - 105890
209948 - 113586
209949 - 103138
209951 - 106760
209953 - 106255
209955 - 95258
209958 - 113974
209959 - 106395
209961 - 112327
209962 - 109303
209967 - 117130
209969 - 124625
209974 - 125239
209975 - 95333
209979 - 68717
209981 - 107260
209983 - 107805
209984 - 104177
209985 - 106953
209986 - 125562
209987 - 97704
209989 - 106260
209994 - 76452
209995 - 114226
210006 - 112671
210008 - 107680
210009 - 122366
210017 - 124772
210026 - 96641
210028 - 108895
210030 - 106261
210043 - 106050
210044 - 76730
210046 - 103307
210047 - 112459
210048 - 112227
210050 - 112459
210053 - 100536
210056 - 113572
210059 - 118409
210060 - 117985
210065 - 106421
210069 - 106403
210073 - 100769
210074 - 101008
210080 - 101008
210084 - 61065
210086 - 94373
210087 - 102437
210089 - 106477
210090 - 69314
210092 - 113839
210094 - 118260
210107 - 110361
210111 - 69314
210115 - 106217
210123 - 76554
210124 - 94373
210132 - 114426
210135 - 110627
210136 - 62992
210137 - 62992
210138 - 106436
210139 - 106436
210140 - 106407
210141 - 106407
210144 - 60638
210145 - 60638
210146 - 76925
210147 - 76925
210148 - 62689
210149 - 62689
210150 - 117737
210152 - 107803
210155 - 94373
210156 - 106405
210157 - 125953
210164 - 107803
210166 - 108194
210168 - 107803
210171 - 76517
210172 - 101277
210174 - 106855
210178 - 94373
210179 - 125371
210180 - 114479
210183 - 94373
210185 - 94373
210186 - 94373
210187 - 106268
210188 - 94373
210189 - 83218
210191 - 112258
210193 - 112392
210195 - 112159
210196 - 112223
210197 - 112223
210198 - 112157
210199 - 112157
210200 - 76403
210201 - 118274
210203 - 106893
210205 - 114367
210206 - 112727
210207 - 104958
210208 - 112401
210211 - 63704
210212 - 107252
210213 - 63915
210214 - 111028
210215 - 76364
210233 - 94373
210234 - 95074
210237 - 106487
210239 - 106426
210241 - 94373
210243 - 106814
210244 - 125730
210245 - 113952
210248 - 106426
210251 - 113952
210255 - 106895
210256 - 106265
210258 - 106265
210260 - 112063
210261 - 112063
210262 - 106488
210263 - 112063
210265 - 113952
210267 - 112063
210271 - 100990
210272 - 125687
210274 - 106486
210278 - 113952
210281 - 117280
210282 - 117268
210283 - 117280
210284 - 63717
210289 - 116937
210294 - 106478
210295 - 106749
210296 - 107252
210297 - 63915
210298 - 111028
210306 - 106811
210307 - 96617
210311 - 106493
210312 - 107027
210315 - 109859
210318 - 76403
210319 - 100048
210323 - 103174
210325 - 101747
210329 - 106412
210332 - 113852
210333 - 125776
210334 - 60307
210335 - 94384
210340 - 94384
210341 - 94384
210343 - 106401
210346 - 106253
210347 - 94384
210352 - 106761
210354 - 106449
210358 - 94384
210361 - 64011
210362 - 94384
210365 - 94384
210366 - 94384
210367 - 108918
210368 - 106579
210369 - 112307
210372 - 106915
210374 - 94384
210375 - 94384
210379 - 106893
210380 - 113952
210384 - 108253
210387 - 114698
210391 - 132844
210392 - 88021
210395 - 106863
210397 - 80748
210398 - 108782
210399 - 111853
210405 - 113977
210414 - 125043
210417 - 107203
210420 - 117606
210421 - 68736
210425 - 101336
210433 - 108485
210435 - 74432
210437 - 110537
210440 - 113952
210442 - 78760
210443 - 106758
210444 - 107632
210445 - 107029
210446 - 78607
210447 - 108188
210450 - 63950
210452 - 106580
210455 - 64016
210456 - 65879
210457 - 125219
210460 - 125219
210464 - 95256
210466 - 116762
210467 - 112191
210473 - 107678
210478 - 124672
210479 - 61204
210486 - 108669
210487 - 108698
210489 - 131492
210492 - 111843
210493 - 104025
210494 - 125509
210495 - 125432
210496 - 125487
210501 - 110698
210502 - 126401
210508 - 113181
210511 - 111776
210513 - 116875
210517 - 102897
210525 - 103174
210530 - 126389
210531 - 106427
210532 - 109854
210533 - 116830
210535 - 112677
210536 - 115665
210538 - 108481
210540 - 109863
210541 - 78801
210543 - 110153
210548 - 109853
210553 - 113549
210555 - 108847
210557 - 113992
210558 - 109110
210561 - 109857
210568 - 106429
210574 - 125075
210575 - 107693
210580 - 96389
210581 - 113269
210584 - 106866
210586 - 76075
210588 - 78967
210589 - 127587
210591 - 106534
210593 - 106856
210597 - 107253
210599 - 100436
210606 - 106418
210608 - 114049
210609 - 114049
210610 - 113203
210613 - 113549
210616 - 106489
210619 - 118383
210620 - 76516
210623 - 119174
210626 - 108968
210629 - 125222
210632 - 108968
210635 - 79871
210636 - 107030
210640 - 118282
210641 - 74388
210643 - 117266
210645 - 118096
210647 - 117410
210648 - 100424
210649 - 106913
210650 - 132842
210654 - 101873
210662 - 68745
210668 - 117355
210669 - 88885
210670 - 125473
210673 - 117546
210678 - 113974
210682 - 101131
210683 - 107034
210684 - 100881
210686 - 107721
210697 - 103282
210702 - 105424
210704 - 110417
210706 - 100925
210711 - 108939
210713 - 105474
210716 - 115423
210721 - 102758
210722 - 103837
210723 - 106441
210724 - 100262
210725 - 100360
210732 - 107688
210735 - 108946
210736 - 95721
210737 - 114016
210738 - 114016
210742 - 114101
210745 - 114101
210753 - 106537
210755 - 118048
210756 - 101815
210757 - 106494
210760 - 101815
210761 - 101650
210763 - 101815
210765 - 101712
210766 - 118169
210774 - 107031
210775 - 124672
210782 - 113570
210785 - 75791
210789 - 100659
210791 - 113294
210793 - 100991
210804 - 94316
210805 - 107317
210806 - 104207
210807 - 107317
210808 - 104207
210810 - 108731
210811 - 103813
210812 - 104053
210813 - 125448
210814 - 104053
210815 - 117449
210816 - 111853
210817 - 117311
210818 - 117311
210820 - 107637
210821 - 117649
210822 - 64011
210824 - 125531
210827 - 117546
210829 - 95702
210832 - 114332
210833 - 106912
210836 - 117359
210837 - 96559
210840 - 114244
210844 - 95468
210846 - 106536
210848 - 107720
210850 - 106482
210852 - 106482
210854 - 100991
210855 - 95061
210860 - 94909
210865 - 114392
210873 - 95136
210876 - 118397
210877 - 109294
210880 - 113626
210885 - 112524
210886 - 112524
210887 - 112536
210888 - 112536
210889 - 112550
210890 - 112550
210893 - 109596
210895 - 106531
210896 - 97148
210902 - 95422
210904 - 79871
210906 - 113262
210908 - 117517
210912 - 125061
210916 - 124942
210918 - 101064
210922 - 109636
210924 - 100367
210927 - 110434
210929 - 109595
210931 - 101386
210932 - 124942
210933 - 100498
210934 - 125164
210935 - 111923
210936 - 108801
210937 - 106816
210939 - 100722
210946 - 100722
210947 - 97073
210948 - 100722
210950 - 108186
210951 - 68085
210952 - 109395
210953 - 106528
210954 - 100722
210956 - 95548
210957 - 124789
210959 - 80352
210967 - 124736
210975 - 113997
210977 - 104210
210978 - 96319
210985 - 94916
210988 - 111755
210991 - 76664
210992 - 96601
210993 - 118377
210995 - 100100
210998 - 76664
210999 - 80873
211000 - 112488
211003 - 117470
211004 - 63194
211007 - 108487
211009 - 112096
211012 - 77589
211016 - 106854
211019 - 96621
211021 - 115469
211022 - 113262
211028 - 113262
211032 - 112856
211033 - 112855
211036 - 112850
211037 - 112857
211039 - 113262
211040 - 112839
211041 - 112839
211044 - 117494
211047 - 106960
211050 - 107164
211051 - 113570
211054 - 95204
211056 - 101980
211057 - 106864
211058 - 102094
211059 - 114337
211060 - 106958
211066 - 96292
211067 - 114243
211068 - 107853
211070 - 101376
211071 - 116717
211073 - 108822
211076 - 114340
211083 - 111471
211084 - 117564
211085 - 116833
211086 - 130764
211087 - 106743
211090 - 112661
211095 - 107609
211099 - 111400
211101 - 122270
211102 - 100039
211104 - 109413
211107 - 111400
211111 - 110162
211112 - 110162
211114 - 109294
211115 - 112602
211116 - 108423
211117 - 125391
211119 - 111400
211120 - 104053
211122 - 106741
211123 - 103140
211124 - 104076
211125 - 104076
211127 - 104050
211129 - 104050
211134 - 112168
211135 - 104170
211136 - 104088
211137 - 104240
211138 - 104170
211139 - 104088
211140 - 104240
211141 - 61082
211142 - 108423
211145 - 95063
211151 - 107603
211153 - 96297
211154 - 130327
211155 - 80957
211157 - 111400
211159 - 95337
211160 - 95136
211161 - 117106
211162 - 118309
211163 - 58535
211164 - 125224
211170 - 57466
211173 - 100945
211175 - 75834
211177 - 106898
211180 - 100102
211182 - 106751
211183 - 106756
211186 - 106745
211187 - 110416
211188 - 76000
211189 - 103474
211190 - 129965
211193 - 111402
211195 - 110614
211197 - 99799
211199 - 103481
211201 - 95041
211202 - 107504
211206 - 106575
211207 - 77225
211209 - 103750
211210 - 107730
211212 - 107023
211222 - 60627
211223 - 108319
211227 - 107201
211230 - 107147
211232 - 117568
211234 - 125158
211237 - 80569
211239 - 125473
211248 - 116722
211250 - 83166
211251 - 83120
211256 - 106746
211259 - 107686
211260 - 116895
211262 - 112593
211263 - 113412
211264 - 108415
211265 - 111843
211267 - 107493
211268 - 76575
211269 - 106744
211279 - 113758
211280 - 122162
211282 - 106957
211284 - 106859
211285 - 103248
211288 - 107261
211291 - 69295
211292 - 100516
211299 - 78790
211303 - 102644
211304 - 109571
211306 - 125467
211309 - 113862
211312 - 108540
211316 - 125113
211318 - 78924
211321 - 116789
211322 - 116708
211327 - 106860
211330 - 106112
211331 - 116729
211336 - 107859
211338 - 65881
211339 - 117077
211340 - 109205
211343 - 78614
211347 - 114743
211348 - 106957
211350 - 106858
211353 - 125227
211355 - 106957
211357 - 106753
211359 - 112613
211361 - 107199
211365 - 125511
211367 - 110363
211368 - 75794
211369 - 108976
211370 - 106899
211371 - 107024
211377 - 103835
211379 - 95247
211381 - 61142
211384 - 105889
211385 - 117349
211387 - 106906
211388 - 112961
211389 - 114305
211393 - 106961
211396 - 107573
211398 - 124803
211400 - 124792
211401 - 112462
211403 - 132834
211409 - 117342
211410 - 117161
211411 - 106963
211415 - 108756
211416 - 59355
211422 - 117258
211423 - 116937
211426 - 103144
211427 - 116866
211428 - 117071
211433 - 109850
211434 - 103583
211447 - 107209
211450 - 109618
211451 - 126401
211454 - 76494
211459 - 100515
211470 - 75914
211471 - 76272
211472 - 107676
211476 - 96432
211479 - 100521
211481 - 107676
211488 - 109612
211489 - 126401
211490 - 109865
211492 - 126401
211493 - 126401
211495 - 100968
211497 - 103184
211498 - 118412
211500 - 126401
211501 - 126401
211503 - 89686
211507 - 61166
211508 - 107483
211510 - 117916
211518 - 124622
211521 - 95616
211523 - 107983
211524 - 125161
211526 - 126415
211532 - 107266
211535 - 61141
211542 - 106904
211543 - 106962
211545 - 109652
211546 - 114429
211548 - 112498
211549 - 112254
211552 - 101142
211554 - 76632
211555 - 100144
211558 - 91309
211560 - 113997
211571 - 112392
211572 - 112422
211573 - 112483
211574 - 112422
211576 - 58539
211578 - 106959
211581 - 111843
211585 - 64011
211587 - 108826
211589 - 108188
211591 - 80126
211592 - 80126
211593 - 76711
211594 - 76711
211597 - 104274
211604 - 108824
211607 - 101384
211613 - 62662
211615 - 113558
211618 - 108808
211619 - 113561
211621 - 67776
211626 - 106952
211627 - 107490
211628 - 101056
211630 - 100547
211631 - 80957
211634 - 103861
211637 - 107307
211643 - 105283
211644 - 62009
211645 - 108411
211647 - 118434
211648 - 100947
211651 - 107254
211654 - 107565
211657 - 112193
211660 - 95521
211664 - 107692
211665 - 125085
211667 - 100157
211676 - 107498
211677 - 106070
211678 - 95123
211679 - 107083
211680 - 107987
211684 - 106891
211686 - 107303
211688 - 99992
211692 - 103166
211693 - 103503
211694 - 109861
211695 - 125547
211696 - 107574
211698 - 103813
211699 - 75987
211700 - 106894
211701 - 107208
211705 - 107633
211706 - 106897
211708 - 109862
211710 - 109320
211711 - 77399
211713 - 103676
211718 - 112106
211719 - 103676
211720 - 104537
211724 - 100252
211728 - 107090
211730 - 95922
211732 - 96002
211740 - 64054
211746 - 112870
211747 - 95051
211748 - 107476
211751 - 133126
211758 - 111913
211759 - 109864
211760 - 115302
211761 - 109464
211764 - 113644
211765 - 110138
211766 - 109656
211769 - 107486
211771 - 131485
211772 - 117362
211775 - 109656
211776 - 95314
211780 - 103711
211781 - 114269
211783 - 113997
211786 - 109656
211788 - 107310
211791 - 81028
211794 - 107723
211800 - 125225
211801 - 108735
211802 - 106964
211803 - 108725
211808 - 118131
211811 - 107263
211813 - 113401
211814 - 113401
211820 - 118397
211821 - 100326
211822 - 96016
211823 - 113553
211825 - 118361
211826 - 109858
211827 - 109620
211829 - 101859
211830 - 101602
211831 - 101859
211833 - 100422
211836 - 104078
211838 - 111016
211839 - 101517
211840 - 77524
211841 - 108663
211844 - 69674
211849 - 108712
211850 - 113562
211853 - 109603
211858 - 106404
211860 - 100100
211863 - 125498
211864 - 125342
211866 - 113817
211872 - 113647
211877 - 113387
211878 - 113574
211879 - 113387
211881 - 104490
211882 - 104490
211883 - 104490
211884 - 104490
211885 - 113401
211887 - 113401
211888 - 96292
211890 - 108510
211891 - 112439
211892 - 125166
211895 - 111250
211898 - 114556
211906 - 107084
211907 - 81020
211918 - 104490
211919 - 76328
211920 - 113611
211921 - 107250
211922 - 113625
211923 - 113401
211927 - 108179
211929 - 78805
211930 - 114040
211932 - 107482
211933 - 107914
211934 - 108962
211936 - 107570
211938 - 114878
211939 - 104167
211940 - 103503
211941 - 76328
211948 - 109450
211950 - 110138
211957 - 116949
211958 - 116949
211961 - 130456
211966 - 106042
211968 - 87653
211972 - 121832
211975 - 61186
211977 - 114336
211978 - 78825
211986 - 113926
211988 - 124792
211994 - 125035
211995 - 114456
211999 - 104308
212002 - 107487
212007 - 106950
212010 - 69295
212011 - 96295
212012 - 114264
212018 - 100176
212019 - 96281
212020 - 107033
212021 - 109690
212023 - 107312
212024 - 107312
212025 - 110311
212026 - 113196
212027 - 116737
212028 - 111314
212029 - 101155
212032 - 125220
212034 - 117313
212036 - 114471
212044 - 113661
212048 - 113339
212050 - 114476
212051 - 113399
212066 - 96125
212068 - 114079
212072 - 113394
212079 - 109625
212082 - 76204
212084 - 103280
212085 - 107480
212090 - 83080
212091 - 112562
212095 - 100247
212098 - 109729
212100 - 128297
212101 - 94912
212108 - 118893
212115 - 109653
212116 - 78873
212121 - 125241
212122 - 130333
212123 - 115953
212125 - 87825
212127 - 117546
212128 - 117546
212133 - 112911
212134 - 113990
212138 - 76627
212140 - 125069
212143 - 96039
212148 - 125535
212151 - 107045
212152 - 110107
212153 - 117716
212159 - 103212
212162 - 108861
212164 - 75990
212169 - 72574
212173 - 127574
212174 - 111623
212176 - 117263
212184 - 95689
212189 - 116458
212190 - 100099
212192 - 104078
212194 - 104078
212195 - 104078
212199 - 103501
212200 - 95273
212207 - 103489
212209 - 103256
212212 - 113387
212214 - 107784
212216 - 126401
212217 - 118199
212219 - 113511
212221 - 108900
212226 - 113583
212227 - 108825
212229 - 114850
212233 - 117472
212235 - 107481
212236 - 107505
212238 - 101279
212239 - 118023
212241 - 101015
212245 - 105210
212247 - 109340
212249 - 111474
212256 - 107614
212257 - 108940
212259 - 110619
212261 - 114217
212264 - 115196
212270 - 74548
212272 - 108744
212273 - 125057
212277 - 124723
212279 - 112134
212281 - 108913
212284 - 121371
212289 - 103581
212292 - 117542
212293 - 108913
212294 - 63917
212296 - 116775
212297 - 107198
212299 - 117931
212300 - 107155
212301 - 108913
212304 - 107736
212306 - 113407
212308 - 107691
212309 - 96422
212312 - 107249
212318 - 118246
212321 - 100536
212322 - 127585
212326 - 125475
212327 - 109576
212328 - 101531
212329 - 100083
212331 - 103581
212333 - 107631
212342 - 100516
212345 - 116766
212349 - 59520
212352 - 111919
212362 - 95276
212364 - 96830
212366 - 107159
212373 - 107734
212375 - 125179
212384 - 94935
212389 - 107725
212390 - 107148
212392 - 96405
212396 - 107247
212397 - 107688
212398 - 96188
212399 - 111862
212400 - 111441
212405 - 113653
212407 - 107478
212408 - 108178
212409 - 108178
212411 - 108178
212412 - 114090
212414 - 113341
212415 - 107318
212417 - 108966
212418 - 108966
212419 - 103333
212421 - 108493
212427 - 83657
212430 - 88285
212432 - 94123
212433 - 83657
212434 - 125228
212435 - 112978
212438 - 107209
212439 - 74450
212441 - 107209
212442 - 125116
212444 - 102449
212445 - 111916
212446 - 110939
212447 - 107209
212448 - 83281
212449 - 96618
212450 - 94923
212451 - 107209
212454 - 108474
212455 - 103282
212459 - 125436
212460 - 107502
212462 - 113945
212467 - 125105
212468 - 103952
212470 - 128571
212471 - 68719
212473 - 107985
212484 - 78607
212486 - 102438
212488 - 109454
212489 - 108183
212490 - 113407
212492 - 107309
212495 - 102762
212499 - 113407
212500 - 105209
212501 - 107576
212502 - 113407
212506 - 113407
212508 - 113407
212509 - 125518
212510 - 100365
212511 - 80957
212513 - 76320
212516 - 113407
212518 - 107722
212519 - 114336
212521 - 113407
212525 - 107315
212528 - 78865
212530 - 125100
212533 - 78647
212534 - 79035
212536 - 78880
212537 - 80275
212541 - 100187
212547 - 101585
212550 - 117175
212551 - 101231
212552 - 110245
212553 - 104316
212554 - 101981
212557 - 63710
212559 - 102653
212560 - 106904
212561 - 86962
212562 - 125252
212564 - 107151
212565 - 111037
212567 - 108972
212569 - 125101
212570 - 108653
212571 - 109396
212572 - 107211
212575 - 116744
212577 - 109142
212579 - 102454
212581 - 109572
212584 - 75975
212586 - 76333
212587 - 109741
212593 - 125247
212594 - 114337
212595 - 107259
212598 - 124770
212600 - 117960
212601 - 117545
212602 - 117545
212603 - 111917
212605 - 65761
212607 - 63703
212608 - 63914
212609 - 76821
212610 - 63703
212611 - 63914
212612 - 76821
212613 - 103182
212617 - 103738
212618 - 110238
212619 - 107251
212622 - 107475
212623 - 109724
212625 - 107685
212628 - 101522
212629 - 107681
212630 - 103487
212631 - 107302
212632 - 132821
212633 - 103555
212634 - 109560
212641 - 111769
212642 - 113969
212643 - 62618
212644 - 86035
212645 - 62635
212649 - 117024
212652 - 62615
212663 - 113226
212665 - 103210
212666 - 116264
212667 - 110340
212668 - 107790
212670 - 100624
212672 - 117231
212673 - 114556
212675 - 109353
212676 - 62618
212678 - 113154
212684 - 103271
212685 - 62622
212687 - 109718
212688 - 109718
212689 - 103527
212690 - 109354
212691 - 109718
212692 - 109718
212693 - 109718
212694 - 109718
212697 - 65761
212699 - 125817
212703 - 89822
212706 - 62639
212707 - 62620
212709 - 108657
212710 - 101126
212712 - 108192
212713 - 109107
212716 - 103877
212724 - 101440
212725 - 91347
212726 - 96259
212727 - 108273
212729 - 108273
212730 - 108273
212731 - 108273
212732 - 91338
212735 - 114022
212736 - 114550
212737 - 107612
212739 - 111698
212740 - 107794
212741 - 117704
212742 - 108273
212743 - 111902
212748 - 108413
212749 - 91311
212750 - 125670
212751 - 59371
212752 - 110332
212753 - 114603
212757 - 114576
212760 - 75033
212761 - 75033
212762 - 107489
212764 - 107304
212765 - 103232
212766 - 103726
212768 - 103631
212770 - 107090
212775 - 80706
212777 - 117017
212779 - 104265
212780 - 70307
212781 - 108416
212787 - 112633
212795 - 110068
212796 - 79037
212804 - 61863
212807 - 84072
212809 - 118149
212811 - 110813
212817 - 107200
212819 - 107314
212820 - 111907
212821 - 115310
212823 - 117364
212825 - 103822
212827 - 118388
212828 - 113952
212830 - 111907
212832 - 113385
212834 - 113408
212836 - 94243
212838 - 104720
212840 - 114347
212847 - 125522
212849 - 111616
212851 - 108250
212854 - 107474
212855 - 101531
212856 - 110119
212859 - 110819
212860 - 107804
212861 - 95624
212863 - 96000
212866 - 102648
212867 - 77110
212869 - 107244
212875 - 107494
212878 - 113985
212879 - 104720
212880 - 113985
212881 - 96190
212884 - 118407
212885 - 95059
212886 - 83199
212888 - 108189
212893 - 103842
212900 - 76194
212901 - 113952
212902 - 125344
212904 - 101257
212905 - 101257
212906 - 101543
212908 - 107571
212910 - 113952
212911 - 118257
212912 - 111328
212914 - 118257
212917 - 117462
212918 - 65861
212919 - 117463
212920 - 108573
212921 - 108573
212926 - 76444
212931 - 114349
212932 - 97280
212940 - 118292
212944 - 111914
212946 - 111914
212947 - 113932
212948 - 107736
212949 - 114336
212950 - 114336
212951 - 125366
212953 - 107785
212954 - 107792
212955 - 130322
212956 - 76250
212957 - 109118
212958 - 117293
212962 - 108483
212964 - 105138
212965 - 104526
212966 - 100888
212968 - 77998
212971 - 109557
212973 - 117749
212977 - 107682
212978 - 61045
212980 - 122156
212981 - 107740
212988 - 114731
212989 - 102294
212992 - 117835
212993 - 75978
212994 - 103741
212995 - 103383
212996 - 112155
212997 - 110119
212999 - 113211
213000 - 109753
213002 - 67782
213006 - 108636
213007 - 107606
213010 - 118260
213012 - 103838
213015 - 89822
213019 - 109292
213021 - 109846
213022 - 112668
213023 - 113129
213025 - 111918
213026 - 106737
213027 - 97523
213031 - 114348
213034 - 107492
213037 - 110360
213044 - 107488
213048 - 109691
213049 - 108650
213050 - 110319
213056 - 100572
213058 - 95100
213062 - 68423
213063 - 125655
213064 - 107495
213065 - 94909
213068 - 111614
213075 - 125666
213077 - 125385
213078 - 125895
213080 - 109461
213083 - 107897
213086 - 113977
213088 - 111911
213089 - 114016
213091 - 111911
213094 - 132832
213096 - 112839
213101 - 113117
213102 - 74429
213109 - 108744
213110 - 108921
213113 - 103826
213116 - 109673
213117 - 112691
213118 - 109623
213121 - 107566
213123 - 113395
213124 - 113416
213125 - 126393
213126 - 113622
213128 - 113395
213129 - 113416
213130 - 126393
213131 - 113622
213132 - 109749
213133 - 117039
213136 - 111414
213137 - 103842
213142 - 117893
213145 - 102152
213146 - 112546
213151 - 107486
213153 - 112257
213156 - 109318
213159 - 108399
213160 - 108278
213162 - 110330
213163 - 111780
213164 - 84636
213167 - 103722
213170 - 94903
213172 - 107477
213173 - 111780
213176 - 103722
213177 - 107477
213180 - 82910
213181 - 107477
213182 - 107562
213183 - 107477
213185 - 107473
213186 - 124635
213187 - 107566
213188 - 110859
213192 - 129550
213197 - 107496
213199 - 58522
213203 - 108482
213213 - 96235
213214 - 108535
213219 - 108389
213223 - 72438
213228 - 116792
213229 - 100598
213235 - 114477
213237 - 108851
213239 - 117984
213242 - 107806
213244 - 103292
213248 - 125760
213253 - 100978
213254 - 113567
213257 - 95877
213259 - 113560
213260 - 114100
213261 - 124890
213262 - 107611
213263 - 108686
213264 - 117731
213265 - 117721
213266 - 108422
213271 - 124648
213272 - 114224
213273 - 78839
213275 - 118257
213277 - 116770
213278 - 118257
213281 - 118257
213285 - 113964
213288 - 95128
213291 - 86484
213296 - 69675
213298 - 112168
213306 - 107572
213309 - 113382
213314 - 103333
213315 - 110876
213316 - 125230
213320 - 107605
213321 - 76388
213324 - 117138
213325 - 117372
213328 - 117122
213330 - 117153
213332 - 117144
213334 - 117271
213336 - 65860
213337 - 117117
213340 - 108648
213342 - 131745
213344 - 110428
213346 - 104174
213347 - 103689
213348 - 113519
213349 - 127296
213353 - 125128
213354 - 117657
213356 - 113654
213357 - 113654
213358 - 96383
213360 - 107788
213361 - 75998
213362 - 76058
213369 - 107742
213372 - 124670
213373 - 103469
213376 - 110254
213378 - 108655
213379 - 110865
213381 - 100156
213389 - 124670
213393 - 113974
213394 - 107564
213397 - 109118
213401 - 112642
213402 - 100868
213404 - 117612
213406 - 107802
213410 - 100156
213413 - 112190
213414 - 112190
213415 - 112642
213416 - 113952
213418 - 107802
213422 - 112642
213423 - 107802
213425 - 112642
213426 - 114550
213427 - 107575
213431 - 103184
213433 - 109624
213435 - 112642
213439 - 68913
213441 - 100345
213442 - 100223
213443 - 133824
213445 - 96149
213446 - 109644
213453 - 117523
213455 - 108925
213456 - 114300
213459 - 110104
213462 - 114264
213464 - 101470
213467 - 116736
213469 - 108960
213474 - 95677
213476 - 108476
213477 - 62628
213481 - 111772
213492 - 103292
213494 - 107045
213495 - 109832
213496 - 103713
213497 - 101862
213498 - 110944
213499 - 103892
213500 - 105340
213501 - 107683
213502 - 113430
213503 - 110707
213504 - 80944
213505 - 95306
213506 - 110707
213510 - 95356
213512 - 107733
213513 - 95502
213514 - 95144
213515 - 95308
213517 - 95305
213518 - 117367
213521 - 108756
213525 - 107495
213527 - 118393
213528 - 103289
213535 - 112589
213536 - 112432
213537 - 112248
213538 - 104197
213539 - 100929
213542 - 95310
213543 - 114034
213544 - 107687
213546 - 95312
213547 - 124707
213548 - 62321
213550 - 107898
213554 - 125708
213556 - 83443
213562 - 107694
213564 - 117236
213566 - 76386
213567 - 110067
213568 - 108969
213569 - 107800
213570 - 95548
213574 - 110694
213575 - 114021
213580 - 100239
213581 - 96319
213583 - 112517
213585 - 100239
213587 - 115347
213590 - 111196
213591 - 112633
213592 - 100303
213594 - 109077
213598 - 95535
213599 - 112729
213603 - 101367
213604 - 107905
213606 - 109879
213607 - 125470
213608 - 91477
213609 - 112579
213612 - 113435
213621 - 122257
213628 - 111839
213629 - 111839
213642 - 102092
213649 - 107569
213653 - 114464
213655 - 61625
213663 - 63809
213668 - 71071
213670 - 100124
213673 - 107718
213674 - 130659
213675 - 100106
213676 - 109558
213678 - 103327
213680 - 84162
213684 - 100671
213686 - 100671
213688 - 107980
213689 - 107610
213690 - 112228
213691 - 97371
213693 - 116786
213695 - 104238
213696 - 104238
213698 - 63324
213700 - 109641
213704 - 116786
213708 - 103333
213709 - 116786
213715 - 103468
213722 - 109399
213725 - 107726
213729 - 100692
213742 - 103503
213744 - 112288
213746 - 117646
213747 - 107981
213748 - 100038
213754 - 109397
213761 - 125111
213762 - 124713
213763 - 96394
213766 - 107634
213772 - 107567
213773 - 102081
213774 - 125273
213775 - 107639
213777 - 124687
213778 - 101185
213780 - 127581
213781 - 108473
213782 - 117273
213784 - 109564
213785 - 107850
213788 - 62634
213790 - 112911
213791 - 112780
213792 - 97276
213801 - 113551
213802 - 100731
213810 - 107855
213817 - 117368
213827 - 125143
213829 - 57448
213836 - 109597
213838 - 112678
213840 - 114241
213841 - 80634
213842 - 128945
213843 - 114599
213848 - 117262
213849 - 125226
213850 - 124909
213851 - 113952
213854 - 113952
213857 - 76159
213860 - 94935
213861 - 112403
213862 - 125132
213863 - 75973
213866 - 114744
213869 - 114706
213870 - 91309
213872 - 111677
